,codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
27388,201528840008,2015,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0008,PERNAMBUCO (UF),Saúde,Atenção básica,531745.0,"0,00","0,00","0,00","0,00","531.745,00"
27424,201624530012,2016,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0012,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,534170.73,"200.313,75","200.313,75","13.354,00","0,00","320.502,98"
27456,202028850022,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0022,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,537083.0,"537.083,00","537.083,00","0,00","0,00","0,00"
27468,202033870013,2020,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0013,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,538555.0,"38.640,00","38.640,00","499.915,00","0,00","499.915,00"
27520,202227240006,2022,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0006,PERNAMBUCO (UF),Assistência social,Assistência comunitária,540028.0,"540.028,00","540.028,00","0,00","0,00","0,00"
27534,202037600018,2020,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0018,PERNAMBUCO (UF),Educação,Ensino superior,540454.0,"0,00","0,00","1.080.908,00","0,00","0,00"
27567,202240500002,2022,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,541783.0,"541.783,00","541.783,00","0,00","0,00","0,00"
27608,202223920004,2022,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,543203.0,"543.203,00","543.203,00","0,00","0,00","0,00"
27623,202228850007,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0007,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,543205.0,"0,00","0,00","543.205,00","0,00","543.205,00"
27678,201827230021,2018,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0021,PERNAMBUCO (UF),Educação,Ensino superior,548551.28,"46.632,98","0,00","400,00","0,00","548.151,28"
27680,202137670018,2021,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0018,PERNAMBUCO (UF),Educação,Educação básica,548989.81,"0,00","0,00","1.401.236,48","0,00","245.732,95"
27758,202025730008,2020,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0008,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,55.0,"0,00","0,00","597.676,00","0,00","526.162,00"
27767,202037670002,2020,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0002,PERNAMBUCO (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,55.0,"0,00","0,00","55,00","45,00","10,00"
27797,201930800001,2019,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0001,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,55.0,"0,00","0,00","115,00","0,00","35,00"
27854,201637260003,2016,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,55.0,"25,00","25,00","0,00","0,00","30,00"
27865,201524570013,2015,Emenda Individual,RAUL HENRY,RAUL HENRY,0013,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,55.0,"0,00","0,00","0,00","0,00","55,00"
27883,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PERNAMBUCO (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,55.0,"0,00","0,00","0,00","55,00","0,00"
27918,202139310015,2021,Emenda Individual,CARLOS VERAS,CARLOS VERAS,0015,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,55.0,"7.000,00","7.000,00","1.390.250,00","0,00","238.750,00"
27995,201728850005,2017,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0005,PERNAMBUCO (UF),Educação,Educação básica,560000.0,"0,00","0,00","560.000,00","0,00","0,00"
28028,201636860016,2016,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0016,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,562497.0,"0,00","0,00","0,00","562.497,00","0,00"
28067,202033870006,2020,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0006,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,57.0,"0,00","0,00","57,00","57,00","0,00"
28079,202341750021,2023,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0021,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",570222.0,"0,00","0,00","0,00","0,00","0,00"
28082,202316900004,2023,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,570223.0,"570.223,00","570.223,00","0,00","0,00","0,00"
28132,201624530014,2016,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0014,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,575260.44,"0,00","0,00","0,00","560.880,44","14.380,00"
28134,201927190010,2019,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0010,PERNAMBUCO (UF),Saúde,Atenção básica,575387.0,"575.387,00","575.387,00","0,00","0,00","0,00"
28159,202140440001,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0001,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,579999.0,"579.999,00","579.999,00","0,00","0,00","0,00"
28272,201623920010,2016,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0010,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,592000.0,"0,00","0,00","0,00","0,00","592.000,00"
28297,201637670004,2016,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0004,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,594093.72,"0,00","0,00","0,00","592.583,72","1.510,00"
28318,202316900011,2023,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0011,PERNAMBUCO (UF),Cultura,Difusão cultural,596065.0,"146.065,00","146.065,00","0,00","0,00","0,00"
28323,202112180020,2021,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0020,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",596655.85,"0,00","0,00","1.193.311,70","0,00","596.655,85"
28332,202137670001,2021,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0001,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,597158.5,"298.763,00","298.763,00","636.097,50","0,00","259.089,00"
28397,201930800006,2019,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0006,PERNAMBUCO (UF),Educação,Educação básica,599317.37,"0,00","0,00","1.198.634,74","0,00","0,00"
28439,201627210006,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0006,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,599820.0,"199.820,00","199.820,00","0,00","0,00","400.000,00"
28453,201937670015,2019,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0015,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,599870.0,"499.870,00","499.870,00","10,00","10,00","0,00"
28471,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PERNAMBUCO (UF),Direitos da cidadania,Assistência à criança e ao adolescente,599909.4,"0,00","0,00","430.560,00","430.560,00","169.349,40"
28473,201532040008,2015,Emenda Individual,FERNANDO FERRO,FERNANDO FERRO,0008,PERNAMBUCO (UF),Educação,Ensino profissional,599913.24,"0,00","0,00","0,00","279.704,30","320.208,94"
28522,201727190007,2017,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0007,PERNAMBUCO (UF),Saúde,Atenção básica,599980.0,"0,00","0,00","0,00","0,00","599.980,00"
28548,201738130009,2017,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0009,PERNAMBUCO (UF),Saúde,Atenção básica,599998.0,"0,00","0,00","0,00","0,00","599.998,00"
28552,201827230011,2018,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0011,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,599998.38,"4.900,00","4.900,00","108.292,00","270.476,19","270.476,19"
28553,201838080016,2018,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0016,PERNAMBUCO (UF),Comércio e serviços,Turismo,599998.38,"4.900,00","4.900,00","0,00","540.952,38","54.146,00"
28600,202041500009,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0009,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,599999.99,"0,00","0,00","1.182.999,99","617,56","16.382,43"
28601,202027240003,2020,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0003,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,599999.99,"0,00","0,00","714.392,05","7.500,07","478.107,86"
28667,202039130010,2020,Emenda Individual,ANDRE FERREIRA,ANDRE FERREIRA,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,600000.0,"0,00","0,00","680.236,52","36.227,65","483.535,83"
28766,201938080005,2019,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0005,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,60.0,"0,00","0,00","609.304,00","0,00","590.696,00"
28846,201723550010,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0010,PERNAMBUCO (UF),Assistência social,Assistência comunitária,600000.0,"0,00","0,00","284.765,83","15.234,17","300.000,00"
28848,201824530004,2018,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0004,PERNAMBUCO (UF),Cultura,Difusão cultural,600000.0,"0,00","0,00","0,00","9.924,75","590.075,25"
28850,201827210009,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0009,PERNAMBUCO (UF),Cultura,Difusão cultural,600000.0,"600.000,00","600.000,00","0,00","0,00","0,00"
28873,201727230008,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",60.0,"0,00","0,00","0,00","60,00","0,00"
28945,201923920010,2019,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0010,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,60.0,"0,00","0,00","629.812,61","0,00","570.187,39"
28964,201837670006,2018,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0006,PERNAMBUCO (UF),Educação,Educação básica,600000.0,"0,00","0,00","0,00","0,00","600.000,00"
28971,201727210018,2017,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0018,PERNAMBUCO (UF),Cultura,Difusão cultural,60.0,"0,00","0,00","0,00","0,00","60,00"
29033,202237670016,2022,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0016,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",60.0,"0,00","0,00","1.010.514,00","0,00","189.486,00"
29093,202225730005,2022,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0005,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,60.0,"0,00","0,00","625.388,00","0,00","574.612,00"
29122,202238130004,2022,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,600000.0,"0,00","0,00","711.885,14","0,00","488.114,86"
29149,202337670009,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0009,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",60.0,"0,00","0,00","0,00","0,00","0,00"
29160,202324560003,2023,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,60.0,"60,00","60,00","0,00","0,00","0,00"
29179,201727180011,2017,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0011,PERNAMBUCO (UF),Organização agrária,Ordenamento territorial,60.0,"0,00","0,00","60,00","60,00","0,00"
29185,201610710014,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0014,PERNAMBUCO (UF),Cultura,Difusão cultural,60.0,"0,00","0,00","0,00","60,00","0,00"
29198,201512180012,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0012,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,60.0,"0,00","0,00","0,00","15.000,00","585.000,00"
29313,201637000008,2016,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0008,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,600000.0,"0,00","0,00","0,00","0,00","600.000,00"
29316,201524570015,2015,Emenda Individual,RAUL HENRY,RAUL HENRY,0015,PERNAMBUCO (UF),Comércio e serviços,Turismo,600000.0,"0,00","0,00","0,00","585.000,00","15.000,00"
29338,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PERNAMBUCO (UF),Organização agrária,Ordenamento territorial,600000.0,"0,00","0,00","600.000,00","398.000,00","202.000,00"
29408,201737820005,2017,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0005,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,609768.0,"0,00","0,00","107.749,20","0,00","502.018,80"
29530,202216900009,2022,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0009,PERNAMBUCO (UF),Saúde,Atenção básica,626000.0,"0,00","0,00","1.252.000,00","0,00","0,00"
29547,202242130011,2022,Emenda Individual,MILTON COELHO,MILTON COELHO,0011,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,629840.0,"567.950,00","187.600,00","442.240,00","0,00","442.240,00"
29599,202027190002,2020,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,637086.0,"537.086,00","537.086,00","100.000,00","0,00","100.000,00"
29623,201524530013,2015,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0013,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,64.0,"0,00","0,00","0,00","30.500,00","609.500,00"
29629,201627180006,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0006,PERNAMBUCO (UF),Saúde,Administração geral,640038.0,"640.038,00","640.038,00","0,00","0,00","0,00"
29661,201827180012,2018,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0012,PERNAMBUCO (UF),Organização agrária,Extensão rural,643194.39,"0,00","0,00","441.129,76","0,00","267.169,63"
29716,201727230014,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0014,PERNAMBUCO (UF),Educação,Ensino superior,649161.93,"0,00","0,00","0,00","863,70","648.298,23"
29763,201837260003,2018,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0003,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,649999.52,"1.400,00","1.400,00","41.085,50","603.809,52","3.704,50"
29899,202337670002,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0002,PERNAMBUCO (UF),Saúde,Atenção básica,650262.0,"258.822,00","250.482,00","0,00","0,00","0,00"
29905,202341750015,2023,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0015,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,650717.0,"650.717,00","650.717,00","0,00","0,00","0,00"
29908,202227180020,2022,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0020,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,651264.0,"651.264,00","651.264,00","0,00","0,00","0,00"
29928,202341750003,2023,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0003,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,651682.99,"56.000,00","56.000,00","0,00","0,00","0,00"
29993,202333870005,2023,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0005,PERNAMBUCO (UF),Gestão ambiental,Preservação e conservação ambiental,651683.0,"0,00","0,00","0,00","0,00","0,00"
30009,202240440004,2022,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,654505.0,"412.173,00","412.173,00","242.332,00","0,00","242.332,00"
30048,201930800025,2019,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0025,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,659873.0,"0,00","0,00","659.873,00","176.933,19","482.939,81"
30116,202027240008,2020,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,663218.0,"0,00","0,00","715.916,23","143.999,60","466.520,17"
30136,202112180017,2021,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0017,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,666413.63,"69.170,81","69.170,81","1.194.485,64","0,00","597.242,82"
30137,201737260002,2017,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0002,PERNAMBUCO (UF),Saúde,Atenção básica,667000.0,"0,00","0,00","0,00","0,00","667.000,00"
30143,201527230011,2015,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0011,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,668427.0,"0,00","0,00","0,00","0,00","668.427,00"
30150,201624530006,2016,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0006,PERNAMBUCO (UF),Educação,Transferências para a educação básica,669691.0,"0,00","0,00","545.549,00","0,00","124.142,00"
30154,201827190011,2018,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0011,PERNAMBUCO (UF),Saúde,Atenção básica,669980.0,"6.980,00","6.980,00","0,00","0,00","663.000,00"
30190,202139130004,2021,Emenda Individual,ANDRE FERREIRA,ANDRE FERREIRA,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,673000.0,"673.000,00","673.000,00","0,00","0,00","0,00"
30193,202031870005,2020,Emenda Individual,FELIPE CARRERAS,FELIPE CARRERAS,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,673895.0,"673.895,00","673.895,00","0,00","0,00","0,00"
30233,201823920006,2018,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0006,PERNAMBUCO (UF),Direitos da cidadania,Assistência à criança e ao adolescente,679566.9,"0,00","0,00","14.754,90","0,00","664.812,00"
30254,201512180016,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0016,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,68.0,"0,00","0,00","0,00","0,00","68,00"
30266,201627180013,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0013,PERNAMBUCO (UF),Saúde,Administração geral,681337.0,"681.337,00","681.337,00","0,00","0,00","0,00"
30336,201938080001,2019,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0001,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,691000.0,"0,00","0,00","1.277.500,00","0,00","304.500,00"
30411,201727230023,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0023,PERNAMBUCO (UF),Cultura,Difusão cultural,699228.11,"0,00","0,00","0,00","699.228,11","0,00"
30431,201827230006,2018,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0006,PERNAMBUCO (UF),Direitos da cidadania,Assistência à criança e ao adolescente,699743.76,"0,00","0,00","35.411,76","0,00","664.332,00"
30469,202124570001,2021,Emenda Individual,RAUL HENRY,RAUL HENRY,0001,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,699976.52,"2.582,40","2.582,40","1.468.039,05","0,00","624.143,31"
30472,202128850016,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0016,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,699982.24,"0,00","0,00","1.467.239,20","0,00","632.707,52"
30505,202241750010,2022,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0010,PERNAMBUCO (UF),Educação,Assistência hospitalar e ambulatorial,699999.3,"0,00","0,00","865.559,76","0,00","534.438,84"
30661,202024570011,2020,Emenda Individual,RAUL HENRY,RAUL HENRY,0011,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,70.0,"4.200,00","4.200,00","706.358,00","0,00","685.242,00"
30766,201525730005,2015,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0005,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,700000.0,"0,00","0,00","0,00","690.900,00","9.100,00"
30782,201525730003,2015,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0003,PERNAMBUCO (UF),Educação,Educação básica,70.0,"0,00","0,00","0,00","70,00","0,00"
30785,201524530010,2015,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0010,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,70.0,"0,00","0,00","0,00","394.200,00","305.800,00"
30828,201727180014,2017,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0014,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,700000.0,"0,00","0,00","0,00","0,00","700.000,00"
30859,201927180017,2019,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0017,PERNAMBUCO (UF),Comércio e serviços,Turismo,700000.0,"0,00","0,00","1.249.430,00","0,00","150.570,00"
30865,201810740010,2018,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0010,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,700000.0,"0,00","0,00","0,00","700.000,00","0,00"
30924,201837260010,2018,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,700000.0,"0,00","0,00","22.235,00","139.647,78","538.117,22"
30936,201910740015,2019,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0015,PERNAMBUCO (UF),Comércio e serviços,Turismo,700000.0,"0,00","0,00","700.085,07","668.500,00","31.414,93"
30948,201737470008,2017,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0008,PERNAMBUCO (UF),Saúde,Administração geral,700000.0,"565.280,00","565.280,00","0,00","0,00","134.720,00"
31038,201637820011,2016,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0011,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,700218.0,"30.197,93","30.197,93","49.111,42","0,00","620.908,65"
31083,201710740008,2017,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,709518.0,"0,00","0,00","0,00","153.318,40","556.199,60"
31094,201928850002,2019,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,710000.0,"554.200,00","554.200,00","155.800,00","0,00","155.800,00"
31123,201637000012,2016,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0012,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,713097.66,"98.400,00","98.400,00","0,00","0,00","614.697,66"
31127,201937890004,2019,Emenda Individual,FERNANDO BEZERRA COELHO,FERNANDO BEZERRA COELHO,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,713700.0,"713.700,00","713.700,00","0,00","0,00","0,00"
